0.020000	 4.262586376e-02	 4.740742396e-02	 6.692095341e-02	 3
0.010000	 1.036104904e-02	 1.150632852e-02	 1.626667020e-02	 71
0.005000	 2.570359849e-03	 2.854833522e-03	 4.037941766e-03	 171
0.002000	 4.100260972e-04	 4.554216362e-04	 6.443733314e-04	 428
