0.010000	 1.004086647e-01	 1.112977833e-01	 1.605566734e-01	 44
0.005000	 5.005049920e-02	 5.556375676e-02	 7.948740689e-02	 89
0.002000	 2.000313918e-02	 2.221610556e-02	 3.157517274e-02	 224
0.001333	 1.333424093e-02	 1.481009047e-02	 2.101693427e-02	 337
0.001000	 1.000037339e-02	 1.110740156e-02	 1.574840307e-02	 249
0.010000	 1.008132668e-01	 1.130867364e-01	 1.768901143e-01	 94
0.005000	 5.010243509e-02	 5.579122224e-02	 8.359666837e-02	 189
0.000500	     nan	    -nan	 0.000000000e+00	 0
0.000500	 5.000041909e-03	 5.553623657e-03	 7.864158329e-03	 499
