0.010000	 1.162496761e-01	 1.291608704e-01	 1.897016020e-01	 45
0.005000	 6.085564765e-02	 6.759118864e-02	 9.737204269e-02	 119
0.002000	 2.509314548e-02	 2.787728642e-02	 3.972198978e-02	 441
0.001333	 1.684465797e-02	 1.871627943e-02	 2.660302636e-02	 662
0.001000	 1.267717237e-02	 1.408689546e-02	 2.000551020e-02	 883
0.000667	 8.482954914e-03	 9.426460811e-03	 1.335941534e-02	 1325
