0.010000	 1.998345145e-02	 2.219211778e-02	 3.306168766e-02
0.005000	 9.990513108e-03	 1.109429718e-02	 1.635079147e-02
0.002000	 3.996657356e-03	 4.438131118e-03	 6.496689503e-03

0.001333	 2.664510177e-03	 2.958872316e-03	 4.324635365e-03
0.001000	 1.998410713e-03	 2.219204445e-03	 3.241039599e-03
